incident_reference,imb_incident_number,incident_type,incident_action,territorial_water_status,closest_coastal_state,closest_state_cow_code,location_description,day,month,year,lat_decimal_degrees,long_decimal_degrees,location_precision,geolocation_source,vessel_name,flag,flag_cow_code,vessel_type,steaming_or_stationary,number_of_assailants,armed,weaponry,violence,violence_dummy,type_of_stolen_goods,port_response_received,ransom_paid,steaming_recode,incident_type_recode,incident_action_recode,time_day,converted_time
142,,actual,boarded,indonesia,indonesia,850,"belawan,_indonesia",24,5,1994,3.7836667,98.70066667,2,imb,nordstar,panama,95,3,unspecified,,,,,,,,,-99,1,2,4,0.145833333
143,,actual,boarded,brazil,brazil,140,"santos_roads,_brazil",30,5,1994,-24.637,-46.305,2,imb,cap_polonio,germany,260,4,unspecified,,,,,,,,,-99,1,2,4,0.107638889
144,,actual,boarded,indonesia,indonesia,850,indonesia,30,5,1994,0.083333333,117.5666667,1,imb,pacific_gas,st._vincent_&_grenadines,57,7,unspecified,,,,,,,,,-99,1,2,4,0.013888889
145,,actual,boarded,indonesia,indonesia,850,"belawan_roads,_indonesia",30,5,1994,3.7836667,98.70066667,2,imb,ocean_gr,malta,338,2,unspecified,,,,,,,,,-99,1,2,4,0.1875
146,,attempted,,philippines,philippines,840,philippines,4,6,1994,6.133333333,122.1666667,1,imb,wold_quince,panama,95,2,unspecified,,,,,,,,,-99,0,-99,2,0.614583333
147,,,,malaysia,malaysia,820,malaysia,7,6,1994,1.666666667,104.6,1,imb,vviva,norway,385,10-vehicle_carrier,unspecified,,,,,,,,,-99,-99,-99,4,0.1875
148,,actual,boarded,brazil,brazil,140,"alemoa_terminal,_santos,_brazil",9,6,1994,-24.637,-48.48766667,2,imb,san_giovanni,italy,325,8,unspecified,,,,,,,,,-99,1,2,4,0.104166667
149,,actual,boarded,malaysia,malaysia,820,"no.2_jetty,_sandakan,_malaysia",13,6,1994,5.815,118.0555,2,imb,asian_venture,singapore,830,2,unspecified,,,,,,,,,-99,1,2,4,0.2
150,,actual,boarded,indonesia,indonesia,850,"samarinda_anchorage,_indonesia",15,6,1994,-0.540166667,117.1383333,2,imb,toyo,japan,740,10-refrigerated_reefer,unspecified,,,,,,,,,-99,1,2,3,0.791666667
151,,actual,boarded,indonesia,indonesia,850,"wharf_108,_surabaya,_indonesia",19,6,1994,-7.203833333,112.7235,2,imb,bass_reefer,bahamas,31,4,unspecified,,,,,,,,,-99,1,2,4,0.125
152,,actual,boarded,indonesia,indonesia,850,indonesia_(documented_coordinates_2:00.0n/117:37.0e_locates_in_a_forested_area._recoded_due_n_to_2:00.54n_in_the_waterway_nearby),1,7,1994,0.033333333,117.6166667,1,imb,bonny,bahamas,31,7,unspecified,,,,,,,,,-99,1,2,4,0.166666667
153,,attempted,,china,china,710,"south_lamma_dg,_hong_kong",16,7,1994,22.555,114.1945,2,imb,ervilia,isle_of_man,-99,8,unspecified,,,,,,,,,-99,0,-99,4,0.083333333
154,,attempted,,taiwan,taiwan,713,south_china_sea,17,7,1994,21.25,119.05,1,imb,rheingas,singapore,830,7,unspecified,,,,,,,,,-99,0,-99,3,0.868055556
155,,actual,boarded,brazil,brazil,140,"inner_roads,_rio_de_janeiro,_brazil",18,7,1994,-22.8765,-43.19133333,2,imb,mister_michael,greece,350,2,unspecified,,,,,,,,,-99,1,2,-99,
156,,attempted,,taiwan,taiwan,713,hlh_area,19,7,1994,20.13333333,115.8666667,1,imb,new_hailee,panama,95,6,unspecified,,,,,,,,,-99,0,-99,4,0.00625
157,,attempted,,china,china,710,east_china_sea,26,7,1994,29.63,123.1866667,1,imb,kropotkin,russia,365,8,unspecified,,,,,,,,,-99,0,-99,1,0.319444444
158,,actual,boarded,malaysia,malaysia,820,"sandakan_anchorage,_malaysia",26,7,1994,5.8,118.0833333,2,imb,gloria_ace,singapore,830,6,unspecified,,,,,,,,,-99,1,2,4,0.15625
159,,actual,boarded,philippines,philippines,840,"outer_road,_manila,_philippines",2,8,1994,15.01333333,121.5933333,2,imb,gorno_altaysk,russia,365,10-refrigerated,unspecified,,,,,,,,,-99,1,2,4,0.1875
160,,actual,boarded,brazil,brazil,140,"victoria_roads,_brazil",14,8,1994,-20.32066667,-40.335,2,imb,alexandergracht,netherlands,210,2,unspecified,,,,,,,,,-99,1,2,4,0.197916667
161,,actual,boarded,brazil,brazil,140,"santos_roads,_2nm_s_of_pt._ross,_brazil_(measured_5km_s_of_port)",16,8,1994,-24.07033333,-46.30933333,3,imb,maersk_la_plata,germany,260,4,unspecified,,,,,,,,,-99,1,2,4,0.159722222
162,,actual,boarded,philippines,philippines,840,"manila_bay,_philippines",19,8,1994,14.52116667,120.9428333,2,imb,fukumaru,japan,740,1,unspecified,,,,,,,,,-99,1,2,-99,
163,,actual,boarded,bangladesh,bangladesh,771,"karnaphuli_river,_bangladesh_",21,8,1994,22.223,91.806,,imb,mv_young_ii,korea,732,6,unspecified,,,,,,,,,-99,1,2,2,0.548611111
164,,actual,boarded,indonesia,indonesia,850,indonesia,24,8,1994,-6.016666667,105.9333333,1,imb,caroline_oldendorff,liberia,450,2,unspecified,,,,,,,,,-99,1,2,4,0.020833333
165,,actual,boarded,indonesia,indonesia,850,"cigading_port,_indonesia",26,8,1994,-6.008166667,105.9535,2,imb,torben_spirit,bahamas,31,8,unspecified,,,,,,,,,-99,1,2,4,0.104166667
166,,actual,boarded,malaysia,malaysia,820,"horsburg_lighthouse,_singapore_straits",31,8,1994,1.5505,104.679,2,imb,c._tahsin,turkey,640,2,unspecified,,,,,,,,,-99,1,2,2,0.590277778
167,,actual,boarded,malaysia,malaysia,820,"horsburg_lighthouse,_singapore_straits",31,8,1994,1.5505,104.679,2,imb,essberger_pioneer,bahamas,31,8,unspecified,,,,,,,,,-99,1,2,3,0.947916667
168,,attempted,,paracel_islands,paracel_islands,710,hlh_area,9,9,1994,18.36666667,113.4666667,1,imb,lyki,panama,95,2,unspecified,,,,,,,,,-99,0,-99,4,0.145833333
169,,actual,boarded,vietnam,vietnam,816,"haiphong_roads,_vietnam",12,9,1994,20.64,106.8833333,2,imb,mekong_spring,malta,338,4,unspecified,,,,,,,,,-99,1,2,4,0.055555556
170,,actual,boarded,china,china,710,"sw_lamma_anchorage,_hong_kong",17,9,1994,22.31933333,114.1558333,2,imb,maritime_omi,denmark,390,6,unspecified,,,,,,,,,-99,1,2,4,0.159722222
171,,attempted,,philippines,philippines,840,hlh_area,27,9,1994,19.13333333,119.0833333,1,imb,chitra,panama,95,2,unspecified,,,,,,,,,-99,0,-99,4,0.1875
172,,attempted,,spratly_islands,spratly_islands,816,south_china_sea,3,10,1994,11.61666667,113.45,1,imb,na,hong_kong,710,4,unspecified,,,,,,,,,-99,0,-99,4,0.118055556
173,,actual,boarded,cote_d'ivoire,cote_d'ivoire,437,"abidjan_roads,_ivory_coast",10,10,1994,5.293166667,-4,2,imb,nordic_bulker,panama,95,2,unspecified,,,,,,,,,-99,1,2,3,0.989583333
174,,attempted,,papua_new_guinea,papua_new_guinea,910,"bougainville_province,_papau_new_guinea",16,10,1994,-6.258333333,155.9033333,1,imb,club_med_ii,france,220,9,unspecified,,,,,,,,,-99,0,-99,1,0.291666667
175,,actual,boarded,ecuador,ecuador,130,"guayaquil_port,_ecuador",20,10,1994,-2.52,-80.08666667,,imb,sea_wind,greece,350,4,unspecified,,,,,,,,,-99,1,2,3,0.854166667
176,,actual,boarded,indonesia,indonesia,850,"container_pier,_surabaya,_indonesia",21,10,1994,-7.203833333,112.7235,2,imb,estebrugge,netherlands_antilles,210,6,unspecified,,,,,,,,,-99,1,2,3,0.833333333
178,,actual,boarded,china,china,710,hong_kong_anchorage,25,10,1994,22.16,114.1216667,1,imb,united_ambition,liberia,450,2,unspecified,,,,,,,,,-99,1,2,2,0.708333333
177,,actual,boarded,indonesia,indonesia,850,"inner_anchorage,_surabaya,_indonesia",25,10,1994,-7.203833333,112.7235,2,imb,reestborg,netherlands,210,4,unspecified,,,,,,,,,-99,1,2,-99,
179,,actual,boarded,indonesia,indonesia,850,indonesia,27,10,1994,-3,107.3,1,imb,windward,greece,350,4,unspecified,,,,,,,,,-99,1,2,4,0.006944444
180,,actual,boarded,indonesia,indonesia,850,"jakarta_roads,_indonesia",3,11,1994,-6.0338333,106.8866667,,imb,melgar,singapore,830,6,unspecified,,,,,,,,,-99,1,2,4,0.111111111
181,,actual,boarded,ecuador,ecuador,130,"guayaquil_port,_ecuador",4,11,1994,-2.52,-80.08666667,,imb,sea_wave,cyprus,352,2,unspecified,,,,,,,,,-99,1,2,2,0.541666667
182,,actual,boarded,indonesia,indonesia,850,indonesia,14,11,1994,-3.025,107.2916667,1,imb,dove_arrow,bahamas,31,4,unspecified,,,,,,,,,-99,1,2,3,0.958333333
183,,actual,boarded,indonesia,indonesia,850,indonesia,15,11,1994,1.4,104.5833333,1,imb,yaya,cyprus,352,8,unspecified,,,,,,,,,-99,1,2,-99,
184,,attempted,,indonesia,indonesia,850,"3.7nm_from_breakwater,_jakarta,_indonesia",21,11,1994,-5.973166667,106.8833333,3,imb,fortunate_star,malta,338,6,unspecified,,,,,,,,,-99,0,-99,1,0.472222222
185,,actual,boarded,indonesia,indonesia,850,indonesia,22,11,1994,-2.866666667,107.3,1,imb,essverger_pioneer,singapore,830,3,unspecified,,,,,,,,,-99,1,2,3,0.979166667
186,,actual,boarded,indonesia,indonesia,850,indonesia,23,11,1994,-2.933333333,107.2833333,1,imb,continental_spirit,liberia,450,2,unspecified,,,,,,,,,-99,1,2,4,0.041666667
188,,actual,boarded,ecuador,ecuador,130,"gye_inner_roads,_ecuador_(gye_is_for_guayaquil)",26,11,1994,-2.356667,-79.998333,,imb,caria,liberia,450,4,unspecified,,,,,,,,,-99,1,2,2,0.559027778
187,,attempted,,philippines,philippines,840,hlh_area,26,11,1994,16.55333333,119.7266667,1,imb,audacious,bahamas,31,2,unspecified,,,,,,,,,-99,0,-99,2,0.58125
189,,actual,boarded,brazil,brazil,140,"santos_roads,_brazil",27,11,1994,-24.01333333,-46.35166667,1,imb,ocean_competence,singapore,830,6,unspecified,,,,,,,,,-99,1,2,4,0.21875
190,,attempted,,south_korea,south_korea,732,yellow_sea,27,11,1994,33.7,125.2833333,1,imb,sea_bird,denmark,390,6,unspecified,,,,,,,,,-99,0,-99,4,0.1875
191,,actual,boarded,indonesia,indonesia,850,indonesia,6,12,1994,-2.866666667,107.2666667,1,imb,eagle_tide,panama,95,4,unspecified,,,,,,,,,-99,1,2,3,0.864583333
192,,actual,boarded,malaysia,malaysia,820,malaysia,9,12,1994,5.823333333,118.115,1,imb,nanyo,panama,95,6,unspecified,,,,,,,,,-99,1,2,3,0
193,,actual,boarded,indonesia,indonesia,850,"jakarta_anchorage,_indonesia",28,12,1994,-6.0338333,106.8866667,2,imb,anro_australia,australia,900,4,unspecified,,,,,,,,,-99,1,2,2,afternoon_hours
194,,actual,boarding,indonesia,indonesia,850,"inner_anchorage_surabaya_port,_indonesia",5,1,1995,-7.1766667,112.6866667,1,imb,bunga_kerayong,,,8,unspecified,2,0,unspecified,,0,1,1,0,-99,1,2,-99,
195,,actual,boarding,china,china,710,"subic_freeport,_manila,_philippines",7,1,1995,37.4386667,122.185,2,imb,kafu_maru,,,,unspecified,10,0,unspecified,,0,0,1,0,-99,1,2,-99,
196,,actual,boarding,indonesia,indonesia,850,"belawan_port,_indonesia",8,1,1995,3.7766667,98.6766667,2,imb,troianu,,,2,anchored,unspecified,0,unspecified,,0,1,0,0,2,1,2,4,0.229166667
197,,actual,boarding,russia,russia,365,"near_vladivostok,_gos",10,1,1995,43.11666667,131.8833333,4,imb,alaksey_chuyer,,,10,unspecified,30,1,unspecified,,1,1,1,0,-99,1,2,-99,
198,,actual,boarding,indonesia,indonesia,850,"belawan_anchorage,_indonesia",18,1,1995,3.98,98.7983333,1,imb,captain_george_ii,,,,anchored,4,0,unspecified,,0,0,1,0,2,1,2,-99,
199,,attempted,,philippines,philippines,840,hlh_area_(hong_kong_-_luzon_-_hainan),21,1,1995,18.425,120.0866667,1,imb,ocean_glory,,,6,steaming,unspecified,0,unspecified,,0,0,1,0,1,0,-99,-99,
200,,actual,boarding,malaysia,malaysia,820,"sandankan_anchorage_sabah,_malaysia",23,1,1995,5.8133333,118.105,1,imb,norbulk_pine,,,2,anchored,unspecified,0,unspecified,,0,1,1,0,2,1,2,4,0.010416667
201,,attempted,,philippines,philippines,840,hlh_area_(hong_kong_-_luzon_-_hainan),23,1,1995,16.6,120.8166667,1,imb,golden_alpha,,,2,steaming,unspecified,0,unspecified,,0,0,1,0,1,0,-99,4,0.145833333
202,,actual,boarding,tanzania,tanzania,510,"dar_es_salam_anchorage,_africa",26,1,1995,-6.775,39.3533333,2,imb,pegasus,,,,anchored,unspecified,0,unspecified,,0,0,1,0,2,1,2,2,0.708333333
203,,actual,hijacked,iran,iran,630,persian_gulf,28,1,1995,26.8085,52.0142,4,imb,shaiboub,,,1,unspecified,unspecified,0,unspecified,,1,0,1,0,-99,1,1,-99,
204,,actual,boarding,indonesia,indonesia,850,"jakarta_anchorage,_3.5_m_off_indonesia",31,1,1995,-6.0886667,106.875,2,imb,darya_chand,,,2,anchored,unspecified,0,unspecified,,0,0,1,0,2,1,2,3,0.916666667
205,,actual,boarding,indonesia,indonesia,850,"belawan_roads,_belawan_indonesia",3,2,1995,3.7766667,98.6766667,4,imb,kapetan_elias,,,2,unspecified,7,0,unspecified,,0,1,1,0,-99,1,2,-99,
206,,actual,boarding,indonesia,indonesia,850,"balik_papan_anchorage,_kalimantan,_indonesia",4,2,1995,-1.2766667,116.7966667,1,imb,bunga_kerayong,,,8,anchored,1,0,unspecified,,0,0,1,0,2,1,2,4,0.104166667
207,,actual,boarding,brazil,brazil,140,"rio_de_janeiro,_brazil",11,2,1995,-22.8933333,-43.1666667,2,imb,regina,,,2,anchored,unspecified,1,guns_and_knives,,0,1,1,0,2,1,2,-99,
208,,actual,boarding,vietnam,vietnam,816,south_china_sea,15,2,1995,7.3,108.5833333,1,imb,lucky_trader_no._1,,,6,steaming,unspecified,1,unspecified,,1,1,1,0,1,1,2,3,0.885416667
209,,actual,boarding,panama,panama,95,"off_panama_coast,_panama",19,2,1995,8.29,-80.3448,3,imb,,,,9,unspecified,unspecified,1,unspecified,,1,0,1,0,-99,1,2,-99,
210,,actual,boarding,indonesia,indonesia,850,"anyer_inner_anchorage,_indonesia",21,2,1995,-6.0083333,105.9466667,1,imb,lpg_norgas_traveller,,,7,anchored,unspecified,0,unspecified,,0,1,1,0,2,1,2,4,1.15741e-05
211,,attempted,,china,china,710,taiwan,23,2,1995,23.2,117.4166667,1,imb,hanjin_kunsan,,,,steaming,unspecified,0,unspecified,,0,0,1,0,1,0,-99,-99,
212,,actual,boarding,panama,panama,95,cristobal,26,2,1995,9.35,-79.91666667,2,imb,shansi,,,,berthed,unspecified,0,unspecified,,1,1,1,0,3,1,2,-99,
213,,attempted,,somalia,somalia,520,"djibouti,_e._africa",28,2,1995,11.5833333,43.6166667,1,imb,nourberg_mofarrij,,,,steaming,unspecified,1,unspecified,,1,0,1,0,1,0,-99,-99,
214,,attempted,,philippines,philippines,840,hong_kong_-_luzon_-_hainan_area,4,3,1995,19.675,119.03,1,imb,acx_iris,,,,steaming,unspecified,0,unspecified,,0,0,1,0,1,0,-99,4,0.0625
215,,actual,boarding,brazil,brazil,140,"alongside_rio_de_janeiro,_brazil",7,3,1995,-22.9,-43.2,4,imb,marwan,,,,unspecified,unspecified,1,unspecified,,1,1,1,0,-99,1,2,-99,
216,,actual,boarding,brazil,brazil,140,"no._3_berth,_rio_de_janiero,_brazil",7,3,1995,-22.8933333,-43.1666667,2,imb,san_miguel,,,4,anchored,unspecified,1,guns,,1,1,1,0,2,1,2,-99,
217,,actual,hijacked,china,china,710,"7_miles_east_of_tcs1_buoy,_hong_kong",7,3,1995,22.2666667,114.2,3,imb,xiamen_bridge,,,4,steaming,unspecified,1,guns,,1,0,1,0,1,1,1,2,0.635416667
218,,actual,boarding,indonesia,indonesia,850,"jakarta_port,_indonesia",7,3,1995,-6.0666667,106.15,1,imb,bunga_melor_satu,,,4,anchored,6,1,swords_and_knives,,0,1,1,0,2,1,2,4,0.09375
219,,actual,boarding,taiwan,taiwan,713,hong_kong_-_luzon_-_hainan_area,8,3,1995,21.7166667,117.85,1,imb,ling_xian,,,2,steaming,20,1,unspecified,,0,0,1,0,1,1,2,4,0.229166667
220,,actual,boarding,algeria,algeria,615,algeria_waters,15,3,1995,37.195,3.4539,4,imb,biban,,,6,unspecified,unspecified,0,unspecified,,0,0,1,0,-99,1,2,-99,
221,,actual,boarding,turkey,turkey,640,"istanbul_port,_turkey",15,3,1995,41.0166667,29.9666667,2,imb,ayvazovskly,,,9,anchored,2,1,unspecified,,1,1,1,0,2,1,2,-99,
222,,actual,hijacked,china,china,710,"wanshan_quandeo,_pearl_river_estuary,_china",15,3,1995,21.8865,113.8571,4,imb,wing_lee_no._3,,,10,steaming,unspecified,0,unspecified,,1,1,1,0,1,1,1,4,0.125
223,,actual,boarding,indonesia,indonesia,850,"samarinda_anchorage,_kalimantan,_indonesia",23,3,1995,-1,117.2833333,1,imb,navigatore_-_d,,,2,anchored,unspecified,0,unspecified,,0,1,1,0,2,1,2,3,0.895833333
224,,actual,boarding,indonesia,indonesia,850,"surabaya_roads,_inner_anchorage,_indonesia",25,3,1995,-7.1833333,112.7,1,imb,reestborg,,,4,unspecified,unspecified,0,unspecified,,0,1,1,0,-99,1,2,4,0.222222222
225,,actual,hijacked,iran,iran,630,persian_gulf,,3,1995,26.8085,52.0142,4,imb,capriolo,,,6,unspecified,unspecified,0,unspecified,,1,0,1,0,-99,1,1,-99,
226,,actual,hijacked,iran,iran,630,persian_gulf,,3,1995,26.8085,52.0142,4,imb,,,,1,unspecified,unspecified,0,unspecified,,1,0,1,0,-99,1,1,-99,
227,,actual,boarding,indonesia,indonesia,850,"surabaya,_indonesia",1,4,1995,-7.1456667,112.0666667,1,imb,calatang,,,2,anchored,4,1,bladed_weapons,,0,1,1,0,2,1,2,-99,
228,,attempted,,indonesia,indonesia,850,"gelasa_straits,_indonesia",2,4,1995,-2.7,107.35,1,imb,konkar_pioneer,,,2,steaming,unspecified,0,unspecified,,0,0,1,0,1,0,-99,4,0.215277778
229,,actual,boarding,somalia,somalia,520,somalia,3,4,1995,12.145,50.81,1,imb,full_city,,,,steaming,20,1,unspecified,,1,1,1,0,1,1,2,1,0.383333333
230,,attempted,,somalia,somalia,520,"somalia_coast,_africa",5,4,1995,4.9115,48.4136,4,imb,longo_barda,,,9,steaming,unspecified,1,unspecified,,1,0,1,0,1,0,-99,-99,
231,,attempted,,paracel_islands,paracel_islands,710,hong_kong_-_luzon_-_hainan_area,5,4,1995,16.2183333,113.445,1,imb,amer_prabha,,,6,steaming,1,0,unspecified,,0,0,1,0,1,0,-99,1,0.270833333
232,,actual,boarding,iran,iran,630,persian_gulf,9,4,1995,26.8085,52.0142,4,imb,sea_wolf_102,,,1,unspecified,unspecified,1,unspecified,,0,1,1,0,-99,1,2,-99,
233,,attempted,,philippines,philippines,840,"hong_kong_-_luzon_-_hainan_area,_philippines",9,4,1995,18.7616667,120.82,1,imb,nikolay_kuznetsov,,,2,steaming,7,0,unspecified,,0,0,1,0,1,0,-99,2,0.663194444
234,,attempted,,philippines,philippines,840,"hong_kong_-_luzon_-_hainan,_n._philippines",11,4,1995,19.715,121.625,1,imb,lng_rheingas,,,7,steaming,unspecified,0,unspecified,,0,0,1,0,1,0,-99,3,0.875
235,,attempted,,philippines,philippines,840,"balintan_channel,_hlh_philippines",11,4,1995,19.7166667,121.625,1,imb,,,,8,steaming,unspecified,0,unspecified,,0,0,1,0,1,0,-99,3,0.875
236,,actual,boarding,indonesia,indonesia,850,"muara_jawa_anchorage,_samarinda,_indonesia",12,4,1995,-1.0416667,117.25,1,imb,arctic_trader,,,6,anchored,unspecified,0,unspecified,,0,0,1,0,2,1,2,2,0.663194444
238,,actual,hijacked,spratly_islands,spratly_islands,816,4.9_miles_off_hong_kong_waters,18,4,1995,11.0466667,114.2616667,1,imb,vietxo_8,,,6,steaming,unspecified,0,unspecified,,1,0,1,0,1,1,1,1,0.349305556
239,,attempted,,vietnam,vietnam,816,south_china_sea,18,4,1995,7.9166667,106.6,1,imb,kuanyin,,,10,steaming,3,0,unspecified,,0,0,1,0,1,0,-99,4,0.190972222
237,,actual,boarding,indonesia,indonesia,850,"river_passage,_palembang,_indonesia",18,4,1995,-2.9765,104.75,4,imb,hafetzah,,,8,steaming,unspecified,1,knives,,1,1,1,0,1,1,2,-99,
240,,actual,hijacked,somalia,somalia,520,somalia,22,4,1995,12.15,50.8,1,imb,radnor,,,,steaming,unspecified,1,cannon_fire_and_guns,,1,0,1,0,1,1,1,1,0.383333333
241,,actual,boarding,indonesia,indonesia,850,"berth_115,_tanjung_priok,_indonesia",26,4,1995,-6.0886667,106.875,2,imb,bass_reefer,,,,berthed,unspecified,0,unspecified,,0,1,1,0,3,1,2,-99,
242,,actual,boarding,brazil,brazil,140,"santos,_brazil",28,4,1995,-23.9761667,-46.2871667,2,imb,nordcloud,,,6,berthed,2,0,unspecified,,0,1,1,0,3,1,2,-99,
243,,attempted,,somalia,somalia,520,somalia,28,4,1995,12.1333333,50.7166667,1,imb,ming_bright,,,4,steaming,unspecified,1,guns,,1,0,1,0,1,0,-99,2,0.708333333
244,,attempted,,philippines,philippines,840,"6_miles_off_mindanao_coast,_philippines",29,4,1995,5.8833333,124.6,1,imb,johanna,,,,steaming,2,1,guns,,1,0,1,0,1,0,-99,1,0.291666667
245,,attempted,,yemen,yemen,679,"somalia,_east_africa",1,5,1995,12.95,53.3833333,1,imb,darya_geeth,,,2,steaming,unspecified,1,machine_guns,,1,0,1,0,1,0,-99,-99,
246,,attempted,,yemen,yemen,679,somalia,1,5,1995,12.95,53.3833333,1,imb,dsr_tianjin,,,2,steaming,unspecified,0,unspecified,,0,0,1,0,1,0,-99,-99,
247,,actual,boarding,indonesia,indonesia,850,"anyer_inner_anchorage,_indonesia",1,5,1995,-6.0433333,105.9166667,2,imb,lpg/c_prins_philips_willem,,,3,anchored,unspecified,0,unspecified,,0,1,1,0,2,1,2,4,1.15741e-05
248,,attempted,,somalia,somalia,520,100nm_off_somalia,3,5,1995,4.7999,50.0678,3,imb,lpg_gas_al-kuwait,,,7,steaming,unspecified,1,machine_guns,,1,0,1,0,1,0,-99,-99,
249,,attempted,,somalia,somalia,520,somalia,3,5,1995,12.1,50.85,1,imb,mecca_1,,,9,steaming,unspecified,1,machine_guns,,1,0,1,0,1,0,-99,-99,
250,,attempted,,somalia,somalia,520,somalia,3,5,1995,12.2,51.0333333,1,imb,liliana_dimitrova,,,2,steaming,unspecified,1,machine_guns,,1,0,1,0,1,0,-99,-99,
252,,actual,boarding,malaysia,malaysia,820,"shell_timur_berth,_sandakan,_sabah,_malaysia",5,5,1995,5.8266667,118.1166667,2,imb,lpg_java_rainbow,,,7,berthed,6,1,knives_and_bolos,,0,1,1,0,3,1,2,-99,
251,,attempted,,philippines,philippines,840,"18nm_from_mindanao,_philippines",5,5,1995,5.8,124.3166667,1,imb,lpg_lady_rowena,,,7,steaming,7,0,unspecified,,0,0,1,0,1,0,-99,-99,
253,,actual,boarding,thailand,thailand,800,"pier_22,_bangkok_port,_thailand",9,5,1995,13.3516667,100.6066667,2,imb,zim_bangkok,,,10,anchored,unspecified,0,unspecified,,0,1,1,0,2,1,2,-99,
254,,actual,boarding,brazil,brazil,140,"petrobras_terminal,_rio_de_janeiro,_brazil",10,5,1995,-22.8933333,-43.1666667,2,imb,stolt_spur,,,8,unspecified,20,0,unspecified,,0,1,1,0,-99,1,2,-99,
255,,actual,missing,denmark,denmark,390,"between_anholt_isoalnd_and_grena_island,_denmark",11,5,1995,56.5878,11.3063,4,imb,anholt,,,9,steaming,1,1,gun,,1,0,1,0,1,1,5,-99,
256,,actual,hijacked,djibouti,djibouti,522,"djibouti,_e._africa",12,5,1995,12.0072,43.435,4,imb,sb408,,,1,unspecified,6,1,guns,,1,0,1,0,-99,1,1,-99,
257,,actual,boarding,china,china,710,"china,_prc",12,5,1995,22.1333333,113.5333333,1,imb,egmondgracht,,,10,anchored,unspecified,0,unspecified,,0,1,0,0,2,1,2,2,0.545138889
258,,actual,boarding,china,china,710,"guangzhou,_china,_prc",14,5,1995,23.108,113.2753333,2,imb,quebec,,,8,berthed,unspecified,0,unspecified,,0,1,1,0,3,1,2,4,0.25
259,,actual,boarding,indonesia,indonesia,850,"berth405,_surabaya_port,_indonesia",15,5,1995,-7.1885,112.7466667,2,imb,zervos,,,6,berthed,unspecified,0,unspecified,,0,1,1,0,3,1,2,-99,
260,,actual,boarding,brazil,brazil,140,"at_the_berth_of_rio_de_janeiro,_brazil",16,5,1995,-22.8933333,-43.1666667,2,imb,ibn_qutalbah,,,6,unspecified,4,1,guns,,1,1,1,0,-99,1,2,-99,
261,,actual,boarding,malaysia,malaysia,820,"3nm_off_horsburgh_light_house,_singapore_straits",18,5,1995,1.323,104.1099,3,imb,smf_1104,,,5,steaming,6,1,guns,,1,1,1,0,1,1,2,-99,
262,,actual,boarding,china,china,710,"guishan_dao,_peral_river_estuary,_china",21,5,1995,22.1166667,113.8,1,imb,great_cheer,,,6,anchored,unspecified,0,unspecified,,0,0,1,0,2,1,2,3,0.951388889
263,,actual,boarding,taiwan,taiwan,713,"45_miles_off_the_taiwan_west_coast,_taiwan_straits",1,6,1995,23.9273,119.5011,3,imb,,,,5,steaming,unspecified,0,unspecified,,0,1,1,0,1,1,2,-99,
264,,actual,boarding,vietnam,vietnam,816,"vung_tau_anchorage,_vietnam",2,6,1995,10.344,107.0568333,2,imb,petro_concord,,,8,anchored,4,0,unspecified,,0,1,1,0,2,1,2,-99,
265,,attempted,,paracel_islands,paracel_islands,710,vietnam,3,6,1995,16.2216667,113.4316667,1,imb,amer_prabha,,,,steaming,unspecified,0,unspecified,,0,0,1,0,1,0,-99,-99,
266,,attempted,,philippines,philippines,840,hong_kong_-_luzon_-_hainan_area,4,6,1995,19.35,121.9666667,1,imb,svea_trader,,,,steaming,unspecified,0,unspecified,,0,0,1,0,1,0,-99,-99,
267,,actual,boarding,india,india,750,"2.9nm_sw_of_tuna_buoy,_kandla,_india",7,6,1995,23,70.3167,3,imb,agrilia,,,,steaming,unspecified,1,unspecified,,0,1,1,0,1,1,2,-99,
268,,actual,boarding,china,china,710,"lamma_anchorage_ild,_hong_kong",9,6,1995,22.15,114.1333333,2,imb,robin,,,,anchored,unspecified,0,unspecified,,0,1,1,0,2,1,2,4,1.15741e-05
