Incident Reference,IMB incident number,Incident Type,Incident Action,Territorial Water Status,Closest Coastal State,Closest State COW Code,Location Description,Day,Month,Year,Lat Decimal Degrees,Long Decimal Degrees,Location Precision,Geolocation Source,Vessel Name,Flag,Flag COW Code,Vessel Type,Steaming or Stationary,Number of Assailants,Armed,Weaponry,Violence,Violence Dummy,Type of Stolen Goods,Port Response Received,Ransom Paid,Steaming Recode,Incident_type_recode,Incident_action_recode,Time_Day,Converted Time
4499,,Actual,Hijacked,Yemen,Yemen,679,Gulf of Aden,8,7,2009,13.733333,50.716667,1,IMB,Horizon 1,Turkey,640,2,Steaming,Unspecified,1,Automatic weapons,1,1,0,1,1,1,1,1,4,0.229166667
4500,,Actual,Boarding,Cote d'Ivoire,Cote d'Ivoire,437,"Abidjan Roads, Ivory Coast",12,7,2009,5.208333,-4.065,1,IMB,Abram Schulte,Liberia,450,8,Anchored,2,1,Long knives,0,0,1,1,0,2,1,2,3,0.983333333
4502,,Actual,Boarding,Vietnam,Vietnam,816,"Vung Tau Outer Anchorage, Vietnam",12,7,2009,10.27,107.076667,1,IMB,Dagmar,Antigua and Barbuda,58,4,Anchored,Unspecified,0,Unspecified,0,0,1,1,0,2,1,2,4,0.145833333
4501,,Actual,Boarding,Singapore,Singapore,830,"Off Raffles Light House, Singapore Straits",12,7,2009,1.1485,103.751833,1,IMB,Kenryo,Singapore,830,1,Steaming,5,1,Long knives and swords,1,1,1,1,0,1,1,2,4,0.083333333
4503,,Attempted,,Yemen,Yemen,679,Gulf of Aden,13,7,2009,12.346667,44.905,1,IMB,A Elephant,Liberia,450,8,Steaming,4,1,Automatic weapons,1,1,1,1,0,1,0,-99,4,0.1875
4504,,Actual,Boarding,Malaysia,Malaysia,820,"Off Tanjong Stapa, Malaysia",21,7,2009,1.299,104.154,1,IMB,PNG Express,Honduras,91,8,Anchored,6,1,Long knives,1,1,1,1,0,2,1,2,4,0.020833333
4505,,Actual,Boarding,Costa Rica,Costa Rica,94,"Puerto Limon Anchorage, Costa Rica",23,7,2009,9.975,-83.008333,1,IMB,APL Bogota,Antigua and Barbuda,58,4,Anchored,2,0,Unspecified,0,0,1,1,0,2,1,2,3,0.84375
4506,,Actual,Boarding,Brazil,Brazil,140,"Mosqueiro Anchorage, Brazil",27,7,2009,-1.090167,-48.484667,1,IMB,Laura,Bahamas,31,2,Anchored,Unspecified,1,Knives,1,1,1,1,0,2,1,2,3,0.996527778
4507,,Attempted,,Malaysia,Malaysia,820,"75NM Off Miri, Sarawak, Malaysia",28,7,2009,4.653333,112.75,1,IMB,Baltic Strait,Liberia,450,4,Steaming,12,0,Unspecified,0,0,1,1,0,1,0,-99,3,0.914583333
4508,,Attempted,,Nigeria,Nigeria,475,"Bonny River, Port Harcourt Roads, Nigeria",2,8,2009,3.924333,6.622,1,IMB,Duden,Turkey,640,2,Anchored,14,1,Unspecified,1,1,1,1,0,2,0,-99,3,0.970138889
4509,,Actual,Boarding,Indonesia,Indonesia,850,"Off Pulau Mangkai, South China Sea",2,8,2009,2.860833,105.102,1,IMB,Tahir,Singapore,830,1,Steaming,5,1,Knives,1,1,0,1,0,1,1,2,4,0.0625
4511,,Actual,Boarding,Nigeria,Nigeria,475,"Escravos Anchorage, Nigeria",3,8,2009,5.474,5.0735,1,IMB,Saturnas,Lithuania,368,10,Anchored,5,1,Automatic guns,1,1,0,1,0,2,1,2,3,0.947916667
4510,,Attempted,,Yemen,Yemen,679,Gulf of Aden,3,8,2009,13.775,50.705,1,IMB,Rimar,Togo,461,2,Steaming,10,1,Unspecified,1,1,1,1,0,1,0,-99,2,0.625
4512,,Attempted,,Yemen,Yemen,679,Gulf of Aden,4,8,2009,13.533333,48.833333,1,IMB,Notos Scan,Bahamas,31,6,Steaming,8,1,Automatic weapons,1,1,1,1,0,1,0,-99,2,0.548611111
4513,,Actual,Boarding,Ecuador,Ecuador,130,"Punta Arena Anchorage, Guayaquil, Ecuador",9,8,2009,-2.266667,-79.9,2,IMB,NA,Ecuador,130,10,Steaming,10,1,Guns,1,1,1,1,0,1,1,2,2,0.569444444
4514,,Actual,Boarding,India,India,750,Haldia Port,12,8,2009,22.0265,88.0765,2,IMB,Summer Fortune,Panama,95,2,Berthed,Unspecified,0,Unspecified,0,0,1,1,0,3,1,2,3,0
4515,,Attempted,,Yemen,Yemen,679,Gulf of Aden,14,8,2009,12.583333,47.416667,1,IMB,Elgiznur Cebi,Turkey,640,2,Steaming,5,1,Automatic weapons and RPG,1,1,1,1,0,1,0,-99,4,0.138888889
4516,,Actual,Boarding,"Congo, DRC","Congo, DRC",490,"Boma Roads, Democratic Republic of Congo",15,8,2009,-5.865833,13.051833,2,IMB,China Frost,Panama,95,10,Anchored,2,1,Sticks,0,0,0,1,0,2,1,2,4,0.104166667
4517,,Actual,Boarding,Malaysia,Malaysia,820,"2.6NM Off Tanjung Ramunia, Malaysia",15,8,2009,1.315,104.269667,1,IMB,Kirana Tritya,Singapore,830,8,Anchored,3,0,Unspecified,0,0,0,1,0,2,1,2,4,0.15625
4518,,Attempted,,Internationa Waters (Indian Ocean),Somalia,520,Somalia,16,8,2009,6.288333,54.686667,1,IMB,Tian Wang Xing,Panama,95,6,Steaming,Unspecified,1,Automatic Weapons and RPG,1,1,1,1,0,1,0,-99,2,0.659722222
4519,,Actual,Boarding,Indonesia,Indonesia,850,"Port Merak, Indonesia",18,8,2009,-5.936667,106.003833,2,IMB,Koombana Bay,Panama,95,2,Berthed,3,1,Knives,1,1,1,1,0,3,1,2,4,0.201388889
4520,,Actual,Boarding,Vietnam,Vietnam,816,"Haiphong Anchorage, Vietnam",23,8,2009,20.643333,106.861667,1,IMB,Name Withheld,Panama,95,4,Anchored,8,1,Knives,1,1,1,1,0,2,1,2,3,0.927083333
4521,,Attempted,,India,India,750,"Kakinada Inner Roads, India",24,8,2009,17.041667,82.393333,1,IMB,Tigris,Marshall Islands,983,3,Anchored,6,0,Unspecified,0,0,1,1,0,2,0,-99,4,0.21875
4522,,Attempted,,Yemen,Yemen,679,Gulf of Aden,26,8,2009,13.133333,48.75,1,IMB,Southern Cross,Italy,325,6,Steaming,Unspecified,1,Unspecified,1,1,1,1,0,1,0,-99,1,0.353472222
4523,,Actual,Boarding,Sri Lanka,Sri Lanka,780,"Moin Anchorage, Costa Rica",26,8,2009,10.066667,83.105,1,IMB,HS Liszt,Liberia,450,4,Anchored,2,0,Unspecified,0,0,0,1,0,2,1,2,4,0.0625
4524,,Actual,Boarding,Vietnam,Vietnam,816,"Phy My Port, Vietnam",26,8,2009,10.575667,107.023333,1,IMB,Beluga Federation,Antigua and Barbuda,58,6,Berthed,Unspecified,0,Unspecified,0,0,1,1,0,3,1,2,4,0.010416667
4525,,Actual,Boarding,Nigeria,Nigeria,475,"No. 5 Berth, Apapa Port, Lagos, Nigeria",27,8,2009,6.416667,3.416667,2,IMB,Venezia D,Netherlands,210,3,Berthed,4,1,Guns,1,1,1,1,0,3,1,2,4,0.208333333
4526,,Actual,Boarding,Kazakhstan,Kazakhstan,705,"North Field Coral (2) Eastern Region, Caspian Sea",27,8,2009,45.524833,50.621333,1,IMB,Taj Island III,Saudi Arabia,670,5,Steaming,Unspecified,1,Guns,1,1,1,1,0,1,1,2,2,0.583333333
4527,,Actual,Boarding,Indonesia,Indonesia,850,"Berth No. 5, Ciwandan Port, Indonesia",28,8,2009,-5.802167,106.189333,2,IMB,Darling River,Hong Kong,710,2,Berthed,4,1,Knives,0,0,0,1,0,3,1,2,3,0.826388889
4528,,Attempted,,Indonesia,Indonesia,850,"Nippa Anchorage, Singapore Straits",30,8,2009,1.152917,103.61545,1,IMB,Good Luck,Cyprus,352,2,Anchored,5,1,Machine guns,0,0,1,1,0,2,0,-99,1,0.454861111
4530,,Actual,Boarding,Colombia,Colombia,100,"Mamonal Inner Anchorage, Colombia",4,9,2009,10.3255,-75.517167,1,IMB,Omega Emmanuel,Liberia,450,8,Anchored,Unspecified,0,Unspecified,0,0,1,1,0,2,1,2,3,0.875
4529,,Attempted,,Cameroon,Cameroon,471,"Near Buoy No.B3, Douala Port, Cameroon",4,9,2009,3.8005,9.417333,1,IMB,Loex,Malta,338,7,Steaming,Unspecified,1,Unspecified,0,0,1,1,0,1,0,-99,3,0.793055556
4531,,Attempted,,Somalia,Somalia,520,"10NM Off Mogadishu Anchorage, Somalia",5,9,2009,2.063333,45.500833,1,IMB,An San,North Korea,731,6,Steaming,10,1,Unspecified,1,1,1,1,0,1,0,-99,2,0.673611111
4532,,Actual,Boarding,Nigeria,Nigeria,475,"Koko Port, Nigeria",6,9,2009,6,5.466667,2,IMB,Erria Anne,Malta,338,3,Berthed,50,0,Unspecified,1,1,1,1,0,3,1,2,3,0.895833333
4533,,Actual,Hijacked,Nigeria,Nigeria,475,"Bonny River, Nigeria",7,9,2009,3.891667,6.791667,1,IMB,Jascon 40,St. Vincent and Grenadine,57,1,Steaming,9,1,Automatic weapons,0,0,0,1,0,1,1,1,4,0.25
4534,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage 'C' , Bangladesh",9,9,2009,22.176667,91.773333,1,IMB,Sanne,Antigua and Barbuda,58,4,Anchored,2,1,Long knives,0,0,1,1,0,2,1,2,4,0.145833333
4535,,Actual,Boarding,Indonesia,Indonesia,850,"Belawan Anchorage, Indonesia",13,9,2009,3.945,98.768333,1,IMB,Maersk Aberdeen,Hong Kong,710,4,Anchored,Unspecified,1,Long knives,0,0,1,1,0,2,1,2,3,0.909722222
4536,,Actual,Boarding,Malaysia,Malaysia,820,"EOPL, Singapore Straits",14,9,2009,1.305,104.209333,1,IMB,MMM Kingston,Malaysia,820,3,Anchored,3,1,Long knives,1,1,0,0,0,2,1,2,2,0.614583333
4537,,Attempted,,Malaysia,Malaysia,820,Singapore Straits,14,9,2009,1.308333,104.23,1,IMB,Pacific Harmony,Panama,95,8,Anchored,5,0,Unspecified,0,0,1,1,0,2,0,-99,4,0.111111111
4538,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage 'C' , Bangladesh",15,9,2009,22.156667,91.786667,1,IMB,Jin Hui,Hong Kong,710,2,Anchored,12,1,Long knives,0,0,1,1,0,2,1,2,3,0.930555556
4539,,Attempted,,Eritrea,Eritrea,531,Red Sea,16,9,2009,15.483333,41.566667,1,IMB,North Sea,Singapore,830,8,Steaming,Unspecified,0,Unspecified,0,0,1,1,0,1,0,-99,1,0.430555556
4540,,Attempted,,Oman,Oman,698,Off Oman,16,9,2009,15.333333,56.463333,1,IMB,CSAV Morumbi,Liberia,450,4,Steaming,Unspecified,0,Unspecified,0,0,1,1,0,1,0,-99,2,0.583333333
4542,,Attempted,,Yemen,Yemen,679,Gulf of Aden,18,9,2009,14.336667,49.785,1,IMB,Harmony,Liberia,450,4,Steaming,Unspecified,0,Unspecified,0,0,1,1,0,1,0,-99,4,0.055555556
4543,,Actual,Boarding,India,India,750,"Sagar Anchorage, Kolkata, India",18,9,2009,21.696667,88.015,1,IMB,Kota Ratu,Singapore,830,4,Anchored,Unspecified,1,Knives,1,1,1,1,0,2,1,2,4,0.194444444
4541,,Actual,Boarding,Indonesia,Indonesia,850,"Off Anambas Island, South China Sea",18,9,2009,3.395,105.368333,1,IMB,Prospect,Singapore,830,7,Steaming,6,1,Knives and machetes,1,1,1,1,0,1,1,2,2,0.722222222
4544,,Attempted,,Yemen,Yemen,679,Gulf of Aden,19,9,2009,13.866667,51.116667,1,IMB,Harvest Moon,Marshall Islands,983,2,Steaming,7,1,Guns,1,1,1,1,0,1,0,-99,1,0.253472222
4545,,Attempted,,Yemen,Yemen,679,Gulf of Aden,19,9,2009,13.868333,51.0695,1,IMB,Prisco Alexandra,Cyprus,352,3,Steaming,4,1,Machine guns,1,1,1,1,0,1,0,-99,4,0.243055556
4546,,Attempted,,Yemen,Yemen,679,Gulf of Aden,19,9,2009,13.903333,51.163333,1,IMB,Danny Boy,Bahamas,31,2,Steaming,6,1,Guns,0,0,1,1,0,1,0,-99,4,0.25
4547,,Actual,Boarding,Indonesia,Indonesia,850,"Off Pulau Mangkai, South China Sea",19,9,2009,3.066667,105.266667,1,IMB,Normannia,Liberia,450,2,Steaming,8,1,Long knives and crowbars,1,1,1,1,0,1,1,2,3,0.9375
4548,,Actual,Boarding,Nigeria,Nigeria,475,"20NM Off Bonny River Fariway Buoy, Nigeria",20,9,2009,3.983333,6.766667,1,IMB,Nova Galicia,Antigua and Barbuda,58,10,Steaming,6,1,Guns,0,0,1,1,0,1,1,2,1,0.34375
4549,,Attempted,,Yemen,Yemen,679,Gulf of Aden,20,9,2009,12.81,48.155,1,IMB,BBC Portugal,Antigua and Barbuda,58,6,Steaming,7,1,Unspecified,0,0,1,1,0,1,0,-99,2,0.65625
4550,,Attempted,,Nigeria,Nigeria,475,"Lagos Breakwater, Nigeria",21,9,2009,6.365,3.411667,1,IMB,Morning Ninni,Singapore,830,10,Steaming,9,0,Unspecified,0,0,1,1,0,1,0,-99,1,0.45
4551,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage, Bangladesh",22,9,2009,22.243333,91.716667,1,IMB,Serasih,Panama,95,2,Anchored,5,1,Knives,1,1,1,1,0,2,1,2,2,0.663194444
4552,,Attempted,,Yemen,Yemen,679,Gulf of Aden,26,9,2009,12.25,45.65,1,IMB,Panamax Peppou,Panama,95,2,Steaming,Unspecified,0,Unspecified,0,0,1,1,0,1,0,-99,1,0.333333333
4553,,Attempted,,Yemen,Yemen,679,Gulf of Aden,26,9,2009,13.192833,49.4185,1,IMB,Handy V,Panama,95,2,Steaming,8,1,Guns,1,1,1,1,0,1,0,-99,4,0.055555556
4554,,Attempted,,Yemen,Yemen,679,Gulf of Aden,26,9,2009,13.199167,49.319,1,IMB,Gem of Cochin,Panama,95,2,Steaming,4,1,Guns,1,1,1,1,0,1,0,-99,4,0.052083333
4555,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage 'A', Bangladesh",27,9,2009,22.256667,91.725,1,IMB,Wehr Elbe,Marshall Islands,983,4,Anchored,3,1,Long knives,1,1,1,1,0,2,1,2,2,0.625
4556,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage 'B', Bangladesh",27,9,2009,22.187,91.720667,1,IMB,Kirana Quartya,Singapore,830,8,Anchored,8,1,Long knives,1,1,1,1,0,2,1,2,4,0.001388889
4557,,Actual,Boarding,Venezuela,Venezuela,101,"Puerto La Cruz Anchorage, Venezuela",28,9,2009,10.278333,-64.701667,1,IMB,Baltic Soul,Malta,338,3,Anchored,3,0,Unspecified,0,0,0,1,0,2,1,2,3,0.993055556
4558,,Attempted,,Bangladesh,Bangladesh,771,"Chittagong Anchorage'B', Bangladesh",28,9,2009,22.236667,91.736667,1,IMB,DD Vigilant,Panama,95,2,Anchored,8,0,Unspecified,0,0,1,1,0,2,0,-99,3,0.854166667
4559,,Actual,Boarding,India,India,750,"Sagar Anchorage, India",29,9,2009,21.666667,88.016667,1,IMB,Yasa H. Mulla,Turkey,640,2,Anchored,Unspecified,0,Unspecified,0,0,1,1,0,2,1,2,4,0.145833333
4560,,Actual,Boarding,Brazil,Brazil,140,"Barra Da Lagoa, Ilha De Santa Catarina, Brazil",1,10,2009,-27.5755,-48.416,1,IMB,Iemanja,Argentina,160,9,Anchored,Unspecified,0,Unspecified,0,0,1,1,0,2,1,2,3,0
4561,,Actual,Hijacked,Internationa Waters (Indian Ocean),Seychelles,591,"335NM SE of Mogadishu, Somalia",2,10,2009,-2.6,48.566667,1,IMB,Alakrana,Spain,230,5,Steaming,Unspecified,1,Unspecified,0,0,0,1,1,1,1,1,4,0.15625
4562,,Attempted,,Bangladesh,Bangladesh,771,"Chittagong Anchorage 'A', Bangladesh",3,10,2009,22,91.666667,1,IMB,Livanita,Norway,385,2,Steaming,10,0,Unspecified,0,0,1,1,0,1,0,-99,2,0.645833333
4563,,Attempted,,Seychelles,Seychelles,591,"620NM East of Somali Coast, Somalia",4,10,2009,-1.786667,56.118333,1,IMB,Hoegh Pusan,Singapore,830,10,Steaming,Unspecified,1,Unspecified,1,1,1,1,0,1,0,-99,3,0.791666667
4564,,Attempted,,Yemen,Yemen,679,Gulf of Aden,5,10,2009,13.636667,50.841667,1,IMB,Seagreen,Panama,95,2,Steaming,5,1,RPG and guns,1,1,1,1,0,1,0,-99,2,0.746527778
4565,,Actual,Boarding,Guinea,Guinea,438,"Conakry Anchorage, Guinea",6,10,2009,9.15,-14.1,1,IMB,Isola Verde,Italy,325,7,Steaming,Unspecified,1,Machine guns and pistols,0,0,1,1,0,1,1,2,3,0.958333333
4567,,Attempted,,Iran,Iran,630,Gulf of Oman,7,10,2009,25.031667,58.088333,1,IMB,Zhong Chi,Hong Kong,710,8,Steaming,Unspecified,0,Unspecified,0,0,1,1,0,1,0,-99,1,0.354166667
4566,,Attempted,,Yemen,Yemen,679,Gulf of Aden,7,10,2009,12.116667,45.46,1,IMB,Delta Ios,Greece,350,7,Steaming,Unspecified,0,Unspecified,0,0,1,1,0,1,0,-99,1,0.430555556
4568,,Actual,Boarding,Venezuela,Venezuela,101,"Puerto La Cruz Anchorage, No. 10, Venezuela",10,10,2009,10.258,-64.691667,1,IMB,Baltic Commander I,Cyprus,352,8,Anchored,Unspecified,0,Unspecified,0,0,1,1,0,2,1,2,2,0.520833333
4569,,Attempted,,Guinea,Guinea,438,"27NM Off Conackry, Guinea",11,10,2009,9.25,-14.016667,1,IMB,Iver Prosperity,Marshall Islands,983,3,Steaming,9,1,Machine guns,1,1,1,1,0,1,0,-99,4,0.008333333
4571,,Attempted,,Yemen,Yemen,679,Gulf of Aden,12,10,2009,12.263833,44.079,1,IMB,MCP Salzburg,Cyprus,352,6,Steaming,5,1,Unspecified,0,0,1,1,0,1,0,-99,4,0.15625
4570,,Actual,Boarding,Malaysia,Malaysia,820,"Enroute from Singapore to Kuantan, Malaysia",12,10,2009,2.767,104.4246,5,IMB,Intan T3501 & Kreuz 331,Singapore,830,1,Steaming,Unspecified,0,Unspecified,0,0,1,1,0,1,1,2,-99,
4572,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage 'C', Bangladesh",13,10,2009,22.17,91.79,1,IMB,Serasih,Panama,95,2,Anchored,10,1,Long knives,0,0,1,1,0,2,1,2,3,0.878472222
4573,,Actual,Boarding,Malaysia,Malaysia,820,"EOPL, Singapore Straits",13,10,2009,1.283333,104.175,1,IMB,Lantana,Singapore,830,8,Anchored,6,0,Unspecified,0,0,1,1,0,2,1,2,4,0.163194444
4574,,Attempted,,Indonesia,Indonesia,850,South China Sea,14,10,2009,6.483333,107.716667,1,IMB,Win Lai Far,Taiwan,713,5,Steaming,Unspecified,1,Machine guns,1,1,1,1,0,1,0,-99,1,0.4375
4575,,Actual,Hijacked,Seychelles,Seychelles,591,Off Somalia,15,10,2009,-1.55,55.866667,1,IMB,Kota Wajar,Singapore,830,4,Steaming,Unspecified,1,Unspecified,0,0,0,1,1,1,1,1,4,0.109027778
4577,,Actual,Boarding,Nigeria,Nigeria,475,"Lagos Anchorage, Nigeria",16,10,2009,6.343333,3.44,1,IMB,Union Grace,Panama,95,3,Anchored,6,1,Guns,0,0,1,1,0,2,1,2,4,0.125
4576,,Attempted,,Yemen,Yemen,679,Gulf of Aden,16,10,2009,13.725,50.925,1,IMB,Thor Spring,Malta,338,6,Steaming,5,1,Unspecified,1,1,1,1,0,1,0,-99,2,0.586805556
4579,,Actual,Hijacked,Internationa Waters (Indian Ocean),Seychelles,591,Off Somalia,19,10,2009,-1.883333,60.083333,1,IMB,De Xin Hai,China,710,2,Steaming,Unspecified,0,Unspecified,0,0,0,1,1,1,1,1,1,0.34375
4580,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage 'B', Bangladesh",19,10,2009,22.178333,91.721667,1,IMB,Hansa Straslund,Liberia,450,4,Anchored,25,1,Long knives,0,0,1,1,0,2,1,2,2,0.5875
4578,,Actual,Boarding,Malaysia,Malaysia,820,"Enroute from Kuantan to Singapore, Malaysia",19,10,2009,2.767,104.4246,5,IMB,Intan T3501 & Kreuz 331,Singapore,830,1,Steaming,Unspecified,0,Unspecified,0,0,1,1,0,1,1,2,-99,
4581,,Attempted,,Guinea,Guinea,438,"35NM Off Conackry Pilot Station, Guinea",21,10,2009,11.383333,-14.2,1,IMB,MSC Isabelle,Panama,95,6,Steaming,8,1,Guns,0,0,1,0,0,1,0,-99,2,0.666666667
4583,,Attempted,,Internationa Waters (Indian Ocean),Somalia,520,Off Somalia,22,10,2009,-3.754667,46.720667,1,IMB,Jolly Rosso,Italy,325,10,Steaming,Unspecified,1,Automatic weapons and RPG,1,1,1,1,0,1,0,-99,4,0.177083333
4582,,Actual,Hijacked,Seychelles,Seychelles,591,Off Somalia,22,10,2009,-4.15,51.583333,1,IMB,Al Khaliq,Panama,95,2,Steaming,Unspecified,1,Automatic weapons and RPG,1,1,0,1,0,1,1,1,4,0.246527778
4584,,Actual,Hijacked,Internationa Waters (Indian Ocean),Seychelles,591,"Enroute to Tanzania from Seychelles, Off Somalia",23,10,2009,-5.6861,47.7576,5,IMB,Lynn Rival,United Kingdom,200,9,Steaming,Unspecified,0,Unspecified,0,0,0,1,0,1,1,1,3,0.958333333
4585,,Actual,Boarding,Vietnam,Vietnam,816,"Haiphong Anchorage, Vietnam",24,10,2009,20.641667,106.88,1,IMB,Ellen S,Antigua and Barbuda,58,4,Anchored,Unspecified,0,Unspecified,0,0,1,1,0,2,1,2,3,0.833333333
4586,,Attempted,,Internationa Waters (Indian Ocean),Seychelles,591,Off Somalia,25,10,2009,-6.128333,45.166667,1,IMB,CMA CGM Maasai,Gibraltar,200,4,Steaming,6,1,Unspecified,1,1,1,1,0,1,0,-99,1,0.364583333
4588,,Actual,Boarding,Ecuador,Ecuador,130,"Guayaquil Anchorage, Ecuador",26,10,2009,-2.5,-80.066667,1,IMB,Madeleine,Antigua and Barbuda,58,4,Steaming,5,1,Guns and knives,0,0,1,1,0,1,1,2,3,0.931944444
4587,,Actual,Boarding,Guinea,Guinea,438,"Ile Blanche Anchorage, Guinea",26,10,2009,9.423333,-14.721667,1,IMB,Vega Star,Vietnam,816,2,Anchored,5,1,Guns,0,0,1,1,0,2,1,2,2,0.625
4589,,Attempted,,Internationa Waters (Indian Ocean),Somalia,520,Off Somalia,27,10,2009,1.416667,50.683333,1,IMB,Cap Saint Vincent,France,220,5,Steaming,7,1,Unspecified,1,1,1,1,0,1,0,-99,1,0.430555556
4590,,Actual,Hijacked,Seychelles,Seychelles,591,Off Somalia,29,10,2009,-1.916667,56.883333,1,IMB,Thai Union 3,Thailand,800,5,Steaming,Unspecified,1,Unspecified,0,0,0,1,0,1,1,1,4,0.115972222
4591,,Actual,Boarding,Nigeria,Nigeria,475,"20NM Off Lagos, Nigeria",30,10,2009,6.136,3.461333,1,IMB,Silvretta,Switzerland,225,2,Steaming,9,1,Unspecified,1,1,1,1,0,1,1,2,3,0.892361111
4592,,Actual,Boarding,Nigeria,Nigeria,475,"Lagos Anchorage, Nigeria",30,10,2009,6.166667,3.55,1,IMB,Mykines,Malta,338,3,Steaming,6,1,Guns and knives,1,1,1,1,0,1,1,2,3,0.84375
4593,,Attempted,,Yemen,Yemen,679,Gulf of Aden,31,10,2009,13.433333,49.7,1,IMB,Alcyon,Bahamas,31,2,Steaming,Unspecified,1,Unspecified,1,1,1,1,0,1,0,-99,2,0.645833333
4595,,Attempted,,Internationa Waters (Indian Ocean),Somalia,520,"335NM South of Mogadishu, Somalia",2,11,2009,-3.571667,45.668333,1,IMB,Harriette,USA,2,2,Steaming,12,1,Unspecified,1,1,1,1,0,1,0,-99,1,0.322916667
4594,,Attempted,,Seychelles,Seychelles,591,"Around 600NM SSE of Mogadishu, Somalia",2,11,2009,-7.878333,47.715,1,IMB,Jo Cedar,Netherlands,210,3,Steaming,5,1,Unspecified,1,1,1,1,0,1,0,-99,1,0.5
4597,,Actual,Hijacked,Seychelles,Seychelles,591,"Around 690NM South of Mogadishu, Somalia",5,11,2009,-9.6785,45.091333,1,IMB,Delvina,Marshall Islands,983,2,Steaming,Unspecified,1,Unspecified,1,1,0,1,1,1,1,1,4,0.1875
4596,,Attempted,,Yemen,Yemen,679,Gulf of Aden,5,11,2009,13.713333,51.935,1,IMB,BBC Thames,Liberia,450,6,Steaming,4,1,Guns,0,0,1,1,0,1,0,-99,1,0.283333333
4599,,Attempted,,Yemen,Yemen,679,Gulf of Aden,5,11,2009,13.17,49.235,1,IMB,Theoforos I,Panama,95,2,Steaming,5,1,RPG,1,1,1,1,0,1,0,-99,4,0.128472222
4598,,Actual,Boarding,Indonesia,Indonesia,850,"Ciwadan Anchorage, Indonesia",5,11,2009,-6.01,105.94,1,IMB,Tequila Sunrise,Marshall Islands,983,2,Anchored,4,0,Unspecified,1,1,1,1,0,2,1,2,4,0.138888889
4600,,Attempted,,India,India,750,"Chennai Anchorage, India",6,11,2009,13.081667,80.358333,1,IMB,Norna N,Panama,95,3,Anchored,4,0,Unspecified,0,0,1,1,0,2,0,-99,4,0.083333333
4601,,Attempted,,Yemen,Yemen,679,Gulf of Aden,7,11,2009,12.622,47.193333,1,IMB,Sea Diamond,St. Kitts and Nevis,60,6,Steaming,6,1,Automatic weapons and RPG,1,1,1,1,0,1,0,-99,4,0.25
4602,,Attempted,,Internationa Waters (Indian Ocean),Seychelles,591,"Around 990NM East of Mogadishu, Somalia",9,11,2009,-1.15,61.583333,1,IMB,BW Lion,Hong Kong,710,8,Steaming,10,1,RPG and machine guns,1,1,1,1,0,1,0,-99,1,0.354166667
4603,,Attempted,,Seychelles,Seychelles,591,"Around 540NM SE of Mogadishu, Somalia",10,11,2009,-6.55,48.233333,1,IMB,Felicitas Rickmers,Marshall Islands,983,4,Steaming,Unspecified,1,RPG and machine guns,1,1,1,1,0,1,0,-99,4,0.173611111
4604,,Attempted,,Internationa Waters (Indian Ocean),Seychelles,591,"Around 1000NM East of Mogadishu, Somalia",10,11,2009,-0.728333,62.963333,1,IMB,Nele Maersk,Denmark,390,4,Steaming,Unspecified,1,RPG and assault rifles,1,1,1,1,0,1,0,-99,4,0.083333333
4605,,Actual,Hijacked,Internationa Waters (Indian Ocean),Seychelles,591,"Around 1050NM East of Mogadishu, Somalia",11,11,2009,-0.583333,62.666667,1,IMB,Filitsa,Marshall Islands,983,2,Steaming,Unspecified,0,Unspecified,0,0,0,1,0,1,1,1,4,0.045138889
4606,,Attempted,,Yemen,Yemen,679,Gulf of Aden,12,11,2009,14.571667,54.24,1,IMB,Fengli 8,Panama,95,2,Steaming,Unspecified,1,Assault rifles,1,1,1,1,0,1,0,-99,4,0.208333333
4607,,Attempted,,Yemen,Yemen,679,Gulf of Aden,12,11,2009,14.601667,54.241667,1,IMB,Full Strong,Hong Kong,710,2,Steaming,Unspecified,1,Assault rifles,1,1,1,1,0,1,0,-99,4,0.145833333
4609,,Actual,Boarding,Venezuela,Venezuela,101,"Puerto La Cruz Anchorage, Venezuela",13,11,2009,10.25,-64.626667,2,IMB,British Serenity,Isle of Man,200,3,Anchored,3,0,Unspecified,0,0,1,1,0,2,1,2,3,0.990972222
4610,,Attempted,,Internationa Waters (Indian Ocean),Somalia,520,"Around 220NM SE of Mogadishu, Somalia",13,11,2009,-0.7,47.966667,1,IMB,Golina,Panama,95,6,Steaming,Unspecified,1,Guns,1,1,1,1,0,1,0,-99,4,0.198611111
4608,,Attempted,,Comoros,Comoros,581,"Around 810NM South of Mogadishu, Somalia",13,11,2009,-11.433333,43.7,1,IMB,Jolly Rosso,Italy,325,10,Steaming,Unspecified,1,Guns,0,0,1,1,0,1,0,-99,1,0.305555556
