Incident Reference,IMB incident number,Incident Type,Incident Action,Territorial Water Status,Closest Coastal State,Closest State COW Code,Location Description,Day,Month,Year,Lat Decimal Degrees,Long Decimal Degrees,Location Precision,Geolocation Source,Vessel Name,Flag,Flag COW Code,Vessel Type,Steaming or Stationary,Number of Assailants,Armed,Weaponry,Violence,Violence Dummy,Type of Stolen Goods,Port Response Received,Ransom Paid,Steaming Recode,Incident_type_recode,Incident_action_recode,Time_Day,Converted Time
4611,,Actual,Boarding,Nigeria,Nigeria,475,"Lagos Anchorage, Nigeria",15,11,2009,6.213333,3.395,1,IMB,Amyntor,Marshall Islands,983,2,Anchored,Unspecified,1,Guns and knives,1,1,1,1,0,2,1,2,3,0.875
4612,,Actual,Hijacked,Seychelles,Seychelles,591,Off Somalia,16,11,2009,-8.001833,46.974,1,IMB,Theresa VIII,Kiribati,946,3,Steaming,Unspecified,1,machine guns,0,0,0,1,0,1,1,1,1,0.404166667
4613,,Attempted,,Yemen,Yemen,679,Gulf of Aden,16,11,2009,12.833333,47.916667,1,IMB,Lady Juliet,St. Vincent and Grenadine,57,6,Steaming,Unspecified,1,Guns,1,1,1,1,0,1,0,-99,2,0.598611111
4614,,Actual,Boarding,Indonesia,Indonesia,850,"Off Pulau Mangkai, South China Sea",16,11,2009,3.206667,105.491667,1,IMB,Florinda,Panama,95,2,Steaming,10,1,Knives and crowbars,1,1,1,1,0,1,1,2,4,0.055555556
4615,,Attempted,,Internationa Waters (Indian Ocean),Somalia,520,"Around 600NM NE of Mogadishu, Somalia",18,11,2009,6.583333,54.5,1,IMB,Maersk Alabama,USA,2,4,Steaming,Unspecified,1,Guns,1,1,1,1,0,1,0,-99,4,0.144444444
4616,,Attempted,,Yemen,Yemen,679,Gulf of Aden,19,11,2009,13.631667,47.683333,1,IMB,Red Sea Spirit,Panama,95,2,Steaming,Unspecified,1,Guns,1,1,1,1,0,1,0,-99,3,0.791666667
4617,,Actual,Boarding,Indonesia,Indonesia,850,"9NM West of Pulau Mangkai, South China Sea",19,11,2009,3.161667,105.45,1,IMB,High Energy,Panama,95,8,Steaming,Unspecified,1,Long knives and swords,0,0,0,1,0,1,1,2,4,0.055555556
4618,,Actual,Boarding,Nigeria,Nigeria,475,"Port Harcourt, Nigeria",20,11,2009,4.766667,7,2,IMB,Glory I,Panama,95,2,Berthed,3,1,Knives,1,1,1,1,0,3,1,2,4,0.208333333
4619,,Attempted,,Internationa Waters (Indian Ocean),Seychelles,591,"Around 1020NM East of Mogadishu, Somalia",20,11,2009,-1.416667,62.416667,1,IMB,Margarita,Liberia,450,8,Steaming,6,1,RPG,1,1,1,1,0,1,0,-99,2,0.604166667
4620,,Attempted,,Internationa Waters (Indian Ocean),Seychelles,591,"1200NM East Coast of Somalia, Somalia",20,11,2009,-1.333333,62.666667,1,IMB,Aspendos,Greece,350,2,Steaming,12,1,Machine guns and RPG,1,1,1,1,0,1,0,-99,2,0.732638889
4621,,Actual,Boarding,Indonesia,Indonesia,850,"Balikpapan Outer Anchorage, Indonesia",21,11,2009,-1.356667,117.988333,1,IMB,Gulf Jumeirah,Bahamas,31,3,Anchored,3,0,Unspecified,0,0,1,1,0,2,1,2,4,0.0625
4624,,Actual,Boarding,Benin,Benin,434,"O18.5NM Off Cotonou, Benin",24,11,2009,6.135,2.676667,1,IMB,Cancale Star,Liberia,450,8,Anchored,8,1,Guns and knives,1,1,1,1,0,2,1,2,4,0.055555556
4622,,Attempted,,Internationa Waters (Indian Ocean),Seychelles,591,"Around 1100NM East of Mogadishu, Somalia",24,11,2009,0.488333,63.208333,1,IMB,Smiti,India,750,8,Steaming,4,1,Unspecified,1,1,1,1,0,1,0,-99,2,0.54375
4623,,Attempted,,Indonesia,Indonesia,850,"Balongan Anchorage, Indonesia",24,11,2009,-6.216667,108.516667,1,IMB,LR2 Poseidon,Hong Kong,710,8,Anchored,1,1,Knife,0,0,1,1,0,2,0,-99,4,0.056944444
4625,,Actual,Boarding,Peru (Peruvian point of view),Peru (Peruvian point of view),135,"Callao Anchorage No.1, Peru",25,11,2009,-12.016667,-77.2,1,IMB,Gundulic,Marshall Islands,983,2,Anchored,3,0,Unspecified,1,1,1,1,0,2,1,2,4,0.020833333
4626,,Attempted,,Internationa Waters (Indian Ocean),Tanzania,510,"Around 470NM SxW Of Mogadishu, Somalia",26,11,2009,-5.883333,43.766667,1,IMB,Delmas Nacala,Antigua and Barbuda,58,4,Steaming,Unspecified,1,RPG and machine guns,1,1,1,1,0,1,0,-99,1,0.291666667
4627,,Attempted,,Indonesia,Indonesia,850,"East of Seram Islands, Indonesia",28,11,2009,-3.7,132,1,IMB,Spar Cetus,Norway,385,2,Steaming,4,0,Unspecified,0,0,1,1,0,1,0,-99,1,0.375
4628,,Actual,Hijacked,Internationa Waters (Indian Ocean),Seychelles,591,"Around 970NM ExN of Mogadishu, Somalia",29,11,2009,3.1565,61.505,1,IMB,Maran Centaurus,Greece,350,8,Steaming,Unspecified,1,Unspecified,0,0,0,1,0,1,1,1,2,0.508333333
4630,,Actual,Boarding,Haiti,Haiti,41,"Port Au Prince Anchorage, Haiti",1,12,2009,18.55,-72.383333,1,IMB,Marina 1,Antigua and Barbuda,58,6,Anchored,3,0,Unspecified,0,0,1,1,0,2,1,2,3,0.958333333
4629,,Attempted,,Internationa Waters (Arabian Sea),India,750,"1200NM from Mogadishu, Somalia",1,12,2009,12.166667,63.533333,1,IMB,Sikinos,Greece,350,8,Steaming,Unspecified,1,Guns,1,1,1,1,0,1,0,-99,1,0.395833333
4631,,Attempted,,Yemen,Yemen,679,Gulf of Aden,2,12,2009,14.44,54.303333,1,IMB,BBC Togo,Antigua and Barbuda,58,6,Steaming,Unspecified,1,Automatic weapons,1,1,1,1,0,1,0,-99,2,0.589583333
4632,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage 'B', Bangladesh",5,12,2009,22.21,91.773333,1,IMB,Tropical Star,Belize,80,1,Anchored,12,1,Metal bars,0,0,1,1,0,2,1,2,2,0.75
4633,,Actual,Hijacked,Internationa Waters (Arabian Sea),Yemen,679,Off Somalia,6,12,2009,10.833333,60,1,IMB,Shahzaib,Pakistan,770,5,Steaming,Unspecified,1,Unspecified,0,0,0,1,0,1,1,1,1,0.266666667
4635,,Attempted,,Internationa Waters (Indian Ocean),Seychelles,591,Off Somalia,7,12,2009,0.45,61.65,1,IMB,Coral Globe,Bahamas,31,2,Steaming,Unspecified,1,Automatic weapons and RPG,1,1,1,1,0,1,0,-99,2,0.571527778
4634,,Attempted,,Yemen,Yemen,679,Gulf of Aden,7,12,2009,12.9,48.116667,1,IMB,Nordic Sprite,Norway,385,8,Steaming,Unspecified,1,Automatic weapons,1,1,1,1,0,1,0,-99,4,0.209027778
4636,,Actual,Boarding,Indonesia,Indonesia,850,"Balongan Anchorage, Indonesia",8,12,2009,-6.227,108.4715,1,IMB,Wafrah,Kuwait,693,8,Anchored,4,0,Unspecified,0,0,0,1,0,2,1,2,4,0.142361111
4637,,Attempted,,Indonesia,Indonesia,850,Indonesia,11,12,2009,-5.265,123.418333,1,IMB,Gallant Pescadores,Panama,95,6,Steaming,4,1,Gun and spear,0,0,1,1,0,1,0,-99,1,0.347222222
4638,,Actual,Boarding,Peru (Peruvian point of view),Peru (Peruvian point of view),135,"Callao Anchorage No. 1, Peru",14,12,2009,-12.033333,-77.193333,1,IMB,Cap Castillo,Liberia,450,4,Anchored,Unspecified,0,Unspecified,1,1,0,1,0,2,1,2,3,0.882638889
4639,,Attempted,,Venezuela,Venezuela,101,"Puerto La Cruz Anchorage, Venezuela",15,12,2009,10.25,-64.626667,2,IMB,Zim Sao Paulo II,Marshall Islands,983,4,Anchored,6,0,Unspecified,0,0,1,1,0,2,0,-99,3,0.909722222
4640,,Actual,Boarding,Ghana,Ghana,452,"Tema Roads, Ghana",15,12,2009,5.646667,0.048333,1,IMB,Connorth,Antigua and Barbuda,58,4,Anchored,10,1,Machetes,1,1,1,1,0,2,1,2,4,0.000694444
4641,,Actual,Boarding,Peru (Peruvian point of view),Peru (Peruvian point of view),135,"Callao Anchorage No. 1, Peru",16,12,2009,-12.5,-77.166667,2,IMB,Swan Ace,Bahamas,31,10,Anchored,Unspecified,0,Unspecified,0,0,1,1,0,2,1,2,2,0.732638889
4642,,Actual,Hijacked,Kenya,Kenya,501,Off Somalia,16,12,2009,-2.761667,42.6185,1,IMB,Nafeya,India,750,10,Steaming,9,1,Guns,0,0,0,1,0,1,1,1,2,0.708333333
4643,,Actual,Boarding,India,India,750,"Kochi Anchorage, India",17,12,2009,9.95,76.033333,1,IMB,Havildar Abdul Hamid PVC,India,750,8,Anchored,2,0,Unspecified,0,0,1,1,0,2,1,2,3,0.811805556
4645,,Attempted,,Guinea,Guinea,438,"60NM Off Conackry, Guinea",18,12,2009,9.296667,-14.821667,1,IMB,NS Stream,Liberia,450,3,Steaming,Unspecified,1,Machine guns,1,1,1,1,0,1,0,-99,3,0.765972222
4644,,Actual,Hijacked,Yemen,Yemen,679,Gulf of Aden,18,12,2009,12.5331,47.9223,4,IMB,Almahmoud 2,Yemen,679,5,Steaming,Unspecified,1,Unspecified,0,0,0,1,0,1,1,1,-99,
4646,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage 'B', Bangladesh",19,12,2009,22.175,91.73,1,IMB,X-Press Dhaulagiri,Singapore,830,4,Steaming,3,1,Long knives,0,0,1,1,0,1,1,2,3,0.989583333
4647,,Actual,Boarding,Malaysia,Malaysia,820,"2NM South of Tanjung Ayam, Singapore Straits",20,12,2009,1.305,104.193333,1,IMB,Tempest,Netherlands,210,1,Anchored,4,1,Long knives,0,0,1,1,0,2,1,2,4,0.15625
4648,,Actual,Boarding,Indonesia,Indonesia,850,"Belawan Outer Anchorage, Indonesia",22,12,2009,3.925,98.776667,1,IMB,MSC Calcutta,Cyprus,352,4,Anchored,5,1,Knives,1,1,1,1,0,2,1,2,2,0.715277778
4649,,Actual,Boarding,Nigeria,Nigeria,475,"Lagos Anchorage, Nigeria",25,12,2009,6.45,3.376667,2,IMB,Name Withheld,Liberia,450,3,Anchored,4,1,Guns,1,1,1,1,0,2,1,2,4,0.083333333
4650,,Attempted,,Internationa Waters (Arabian Sea),Yemen,679,650NM East of Somalia,27,12,2009,8.466667,61.016667,1,IMB,Maersk Warsaw,Hong Kong,710,4,Steaming,Unspecified,0,Unspecified,0,0,1,1,0,1,0,-99,2,0.520833333
4654,,Actual,Boarding,Nigeria,Nigeria,475,"Lagos Anchorage, Nigeria",28,12,2009,6.341667,3.433333,1,IMB,Nikolis,Panama,95,6,Anchored,Unspecified,1,Automatic weapons,1,1,1,0,0,2,1,2,4,0.013888889
4651,,Actual,Hijacked,Internationa Waters (Indian Ocean),Seychelles,591,Off Somalia,28,12,2009,-3.366667,59.733333,1,IMB,Navios Apollon,Panama,95,2,Steaming,Unspecified,1,Unspecified,0,0,0,1,0,1,1,1,2,0.673611111
4652,,Actual,Hijacked,Yemen,Yemen,679,Gulf of Aden,28,12,2009,12.966667,48.566667,1,IMB,St James Park,United Kingdom,200,3,Steaming,Unspecified,1,Unspecified,0,0,0,1,0,1,1,1,2,0.617361111
4653,,Attempted,,Indonesia,Indonesia,850,"Philip Channel, Singapore Straits",28,12,2009,1.078333,103.641667,1,IMB,Gulf Coral,Bahamas,31,8,Steaming,Unspecified,0,Unspecified,0,0,1,1,0,1,0,-99,3,0.854166667
4655,,Actual,Boarding,Nigeria,Nigeria,475,"Lagos Anchorage, Nigeria",29,12,2009,6.2955,3.367833,1,IMB,Anna Maria A,Liberia,450,3,Anchored,3,1,Unspecified,0,0,1,1,0,2,1,2,3,0.886111111
4657,,Attempted,,Internationa Waters (Arabian Sea),Yemen,679,"500NM East of Socotra, Somalia",30,12,2009,11.55,63,1,IMB,Album,Kuwait,690,8,Steaming,Unspecified,1,RPG,1,1,1,1,0,1,0,-99,4,0.1875
4656,,Actual,Boarding,China,China,710,"Nansha Anchorage, China",30,12,2009,22.69,113.696667,1,IMB,Gulf Elan,Bahamas,31,3,Anchored,1,0,Unspecified,0,0,1,1,0,2,1,2,1,0.28125
4658,,Actual,Hijacked,Yemen,Yemen,679,Gulf of Aden,1,1,2010,12.516667,47.3,1,IMB,Pramoni,Singapore,830,3,Steaming,Unspecified,1,Unknown,4,1,0,1,1,1,1,1,1,0.395833333
4659,,Actual,Hijacked,Internationa Waters (Arabian Sea),Yemen,679,"About 620nm E of Somali Coast, Somalia",1,1,2010,10.783333,61.616667,1,IMB,Asian Glory,United Kingdom,200,0,Steaming,Unspecified,1,Unknown,4,1,0,1,1,1,1,1,3,0.8
4660,,Attempted,,Indonesia,Indonesia,850,Indonesia,3,1,2010,1.656667,132.755,1,IMB,Treasure Sunshine,Singapore,830,6,Steaming,10,0,Unknown,1,1,0,1,0,1,0,-99,1,0.375
4661,,Actual,Boarded,Indonesia,Indonesia,850,"Koja Container Terminal, Tanjung Priok, Indonesia",4,1,2010,-6.097667,106.9025,1,IMB,Sanya,Singapore,830,4,Berthed,3,0,Unknown,4,1,0,1,0,3,1,2,4,0.083333333
4662,,Actual,Boarded,Cote d'Ivoire,Cote d'Ivoire,437,"Abidjan Outer Anchorage, Ivory Coast (Used coordinates from other cases)",5,1,2010,5.2997,-4,2,IMB,SCF Tomsk,Liberia,450,8,Anchored,3,1,Long knives,4,1,0,1,0,2,1,2,3,0.997222222
4663,,Actual,Boarded,Indonesia,Indonesia,850,"Petrokemia Terminal, Gresik Port, Indonesia (Located coordinates)",9,1,2010,-7.152167,112.823167,2,IMB,Bow Sagami,Panama,95,3,Berthed,Unspecified,1,Knives,3,1,0,1,0,3,1,2,4,0.166666667
4664,,Actual,Boarded,Vietnam,Vietnam,816,"Mui Vung Tau Outer Anchorage, Vietnam",12,1,2010,10.253333,107.075,1,IMB,MSC Kiwi,United Kingdom,200,4,Anchored,3,0,Unknown,0,0,0,1,0,2,1,2,4,0.086805556
4665,,Actual,Boarded,Indonesia,Indonesia,850,"Tanjung Pemancingan, Indonesia",13,1,2010,-3.216667,116.383333,1,IMB,PFS Narayana,India,750,2,Anchored,Unspecified,0,Unknown,0,0,0,1,0,2,1,2,4,0.177083333
4666,,Actual,Boarded,Indonesia,Indonesia,850,"Tarahan Anchorage, Indonesia",15,1,2010,-5.526667,105.3,1,IMB,Crane Island,Panama,95,6,Anchored,Unspecified,1,Knives,3,1,0,1,0,2,1,2,4,0.125
4667,,Attempted,,Yemen,Yemen,679,Gulf of Aden,16,1,2010,12.966667,48.7,1,IMB,Jag Layak,India,750,8,Steaming,5,1,"Guns, RPG",4,1,0,1,0,1,0,-99,4,0.184027778
4668,,Attempted,Fired Upon,Yemen,Yemen,679,Gulf of Aden,17,1,2010,12.655,47.565,1,IMB,Miltiades,Jamaica,51,2,Steaming,4,1,Guns,4,1,0,1,0,1,0,3,2,0.6875
4669,,Actual,Boarded,Indonesia,Indonesia,850,"Adang Bay Anchorage, Indonesia",18,1,2010,-1.7,116.65,1,IMB,Berlin,Liberia,450,2,Anchored,Unspecified,0,Unknown,0,0,0,0,1,2,1,2,3,0.854166667
4670,,Actual,Boarded,Ecuador,Ecuador,130,"Guayaquil Outer Anchorage, Ecuador",20,1,2010,-2.775,-80.443333,1,IMB,Patent,Malta,338,2,Anchored,Unspecified,0,Unknown,0,0,0,1,0,2,1,2,4,0.097222222
4671,,Actual,Boarded,Philippines,Philippines,840,"Manila South Harbor Anchorage, Philippines",21,1,2010,14.562333,120.920667,1,IMB,British Holly,Isle of Man,-99,8,Anchored,Unspecified,0,Unknown,0,0,0,1,0,2,1,2,1,0.5
4673,,Actual,Boarded,India,India,750,"Kakinada Anchorage, India",22,1,2010,17.005,82.311667,1,IMB,Osprey Explorer,Panama,95,0,Anchored,3,0,Unknown,0,0,0,1,0,2,1,2,4,0.069444444
4672,,Attempted,,Indonesia,Indonesia,850,"Malaysia (Located between Singapore and Indonesia, closer to Indonesia)",22,1,2010,1.242667,104.0865,1,IMB,Alina XXIII,Indonesia,850,8,Steaming,4,0,Unknown,1,1,0,1,0,1,0,-99,2,0.645833333
4674,,Actual,Boarded,Indonesia,Indonesia,850,"Ciwandan Anchorage, Indonesia",29,1,2010,-6.008333,105.941667,1,IMB,PAC Alnath,Singapore,830,6,Anchored,4,0,Unknown,1,1,0,1,0,2,1,2,4,0.125
4675,,Actual,Hijacked,Yemen,Yemen,679,Gulf of Aden,3,2,2010,13.066667,47.066667,1,IMB,Rim,North Korea,731,6,Steaming,Unspecified,1,Unknown,4,1,0,1,0,1,1,1,1,0.34375
4677,,Actual,Boarded,Peru (Peruvian point of view),Peru (Peruvian point of view),135,"Callao Anchorage No. 1, Peru",5,2,2010,-12.023333,-77.19,1,IMB,Tenca Arrow,Bahamas,31,6,Anchored,Unspecified,1,Knives,3,1,0,1,0,2,1,2,3,0.815972222
4676,,Actual,Boarded,Yemen,Yemen,679,Gulf of Aden,5,2,2010,13,48.75,1,IMB,Ariella,Antigua & Barbuda,58,2,Steaming,6,1,Guns,4,1,0,1,0,1,1,2,4,0.25
4678,,Actual,Hijacked,Malaysia,Malaysia,820,"North of Tioman Island, Malaysia",6,2,2010,3.201667,104.024167,1,IMB,Asta & Callista,Singapore,830,1,Steaming,Unspecified,1,Unspecified,4,1,0,1,0,1,1,1,4,0.083333333
4680,,Actual,Boarded,Ecuador,Ecuador,130,"Puerto Bolivar Inner Anchorage, Ecuador",7,2,2010,-3.45,-80.016667,1,IMB,Atlantic Mermaid,Liberia,450,0,Anchored,Unspecified,0,Unknown,0,0,0,1,0,2,1,2,4,0.177083333
4679,,Attempted,,Indonesia,Indonesia,850,"Balikpapan Anchorage, Indonesia",7,2,2010,-1.363333,116.983333,1,IMB,Blue Jasper,Singapore,830,8,Anchored,Unspecified,0,Unknown,0,0,0,1,0,2,0,-99,1,0.326388889
4682,,Actual,Boarded,Guinea,Guinea,438,"Off Conakry Island, Guinea",13,2,2010,9.189667,-14.533833,1,IMB,Songa Emerald,Marshall Islands,983,3,Steaming,Unspecified,1,Guns,3,1,0,1,0,1,1,2,3,0.9375
4681,,Actual,Boarded,Malaysia,Malaysia,820,Malaysia,13,2,2010,1.306667,104.208,1,IMB,Theodore Storm,Liberia,450,4,Anchored,5,0,Unknown,0,0,0,1,0,2,1,2,4,0.229166667
4683,,Actual,Boarded,India,India,750,"Visakhapatnam Roads, India (Located Port in city, aka: Visakhapatnam Anchorage, used coordinates from other observations.)",14,2,2010,17.628333,83.36,2,IMB,Sampurna Swarajya,India,750,7,Anchored,3,0,Unknown,0,0,0,1,0,2,1,2,1,0.357638889
4684,,Actual,Boarded,India,India,750,"Visakhapatnam Anchorage, India",14,2,2010,17.628333,83.36,1,IMB,Prospect,Singapore,830,7,Anchored,3,0,Unknown,0,0,0,1,0,2,1,2,4,0.09375
4685,,Attempted,,Haiti,Haiti,41,"Port Au Prince Anchorage, Haiti",15,2,2010,18.582167,-72.371667,1,IMB,Inagua Espana,Panama,95,0,Stationary,Unspecified,0,Unknown,0,0,0,1,0,4,0,-99,3,0.989583333
4686,,Actual,Boarded,Guyana,Guyana,110,"Georgetown Anchorage, Guyana",19,2,2010,6.693333,-58.1875,1,IMB,CIC Breves,Bahamas,31,6,Anchored,10,1,Knives,4,1,0,1,0,2,1,2,4,0.229166667
4687,,Attempted,Fired Upon,Oman,Oman,698,"190 NM Off Oman Coast, Arabian Sea",23,2,2010,16.5,58.833333,1,IMB,Kalypso,Singapore,830,2,Steaming,Unspecified,0,Unknown,1,1,0,1,0,1,0,3,2,0.697916667
4688,,Actual,Boarded,Vietnam,Vietnam,816,"Vung Tau Anchorage, Vietnam",24,2,2010,10.256667,107.081667,1,IMB,Iclcos Celebrity,Panama,95,2,Anchored,3,0,Unknown,0,0,0,1,0,2,1,2,4,0.111111111
4689,,Attempted,Fired Upon,Djibouti,Djibouti,522,"Bab Al Mandeb, Southern Tip of Red Sea",28,2,2010,12.541667,43.433333,1,IMB,Vinalines Glory,Vietnam,817,8,Steaming,Unspecified,0,Unknown,1,1,0,1,0,1,0,3,4,0.159722222
4690,,Actual,Hijacked,Yemen,Yemen,679,Gulf of Aden,1,3,2010,12.5182,47.6446,4,IMB,Al Nisr Al Saudi,Saudi Arabia,670,8,Steaming,Unspecified,1,Unknown,4,1,0,1,1,1,1,1,-99,Unknown
4692,,Attempted,,Yemen,Yemen,679,"6 NM South Off Little Aden, Gulf of Aden",2,3,2010,12.64,44.79,1,IMB,Alpine Endurance,Marshall Islands,983,3,Steaming,4,0,Unknown,1,1,0,1,0,1,0,-99,4,0.15625
4691,,Attempted,,Internationa Waters (Arabian Sea),Oman,698,"Off Oman, Arabian Sea",2,3,2010,15.55,59.883333,1,IMB,Pantelis,Panama,95,3,Steaming,5,0,Unknown,1,1,0,1,0,1,0,-99,4,0.229166667
4693,,Actual,Boarded,Liberia,Liberia,450,"Monrovia Port, Liberia (Located port coordinates)",3,3,2010,6.33,-10.790333,2,IMB,Sound Proodos,Panama,95,2,Berthed,Unspecified,0,Unknown,0,0,0,1,0,3,1,2,3,0.958333333
4694,,Actual,Hijacked,Tanzania,Tanzania,510,"151nm E of Pembra Island (Tanzania), off Somalia",3,3,2010,-5.233333,42.616667,1,IMB,Sakoba,Kenya,501,5,Steaming,11,1,"Guns, RPG",4,1,0,1,1,1,1,1,4,0.107638889
4695,,Attempted,,Yemen,Yemen,679,Southern Part of Red Sea,3,3,2010,13.616667,42.975,1,IMB,Antonis A,Liberia,450,3,Steaming,2,0,Unknown,1,1,0,1,0,1,0,-99,4,0.120833333
4696,,Attempted,,Internationa Waters (Indian Ocean),Somalia,520,"About 340 NM SSE of Mogadishu, Somalia",4,3,2010,-3.433333,47.183333,1,IMB,Albacan,Spain,230,5,Steaming,Unspecified,1,Guns,4,1,0,1,0,1,0,-99,1,0.311111111
4697,,Attempted,Fired Upon,Internationa Waters (Indian Ocean),Somalia,520,"Approx. 227 NM SE of Kismayo, Somalia",4,3,2010,-1.283333,47.116667,1,IMB,Beautemps-Beaupre,France,220,0,Steaming,Unspecified,1,Guns,4,1,0,1,0,1,0,3,2,0.609027778
4699,,Attempted,Fired Upon,Internationa Waters (Indian Ocean),Somalia,520,"300 NM South off Mogadishu, Somalia",5,3,2010,-2.933333,45.866667,1,IMB,Intertuna Dos,Seychelles,591,5,Steaming,Unspecified,1,Guns,3,1,0,1,0,1,0,3,4,0.236111111
4698,,Actual,Hijacked,Seychelles,Seychelles,591,"680nm S of Mogadishu, Somalia (Identified closest to Adabra Atoll, Seychelles)",5,3,2010,-9.583333,44.3,1,IMB,UBT Ocean,Marshall Islands,983,3,Steaming,Unspecified,1,Unspecified,4,1,0,1,1,1,1,1,4,0.232638889
4700,,Actual,Boarded,Bangladesh,Bangladesh,771,"Chittagong Anchorage B, Bangladesh",5,3,2010,22.195667,91.746,1,IMB,Bluegreen Tigre,Singapore,830,2,Anchored,10,1,Knives,3,1,0,1,0,2,1,2,3,0.958333333
4702,,Attempted,,Eritrea,Eritrea,531,"9 NM from Hanish Al Kubra Island, Southern Part of Red Sea",8,3,2010,13.625,42.516667,1,IMB,Vogebulker,Liberia,450,2,Steaming,15,1,Unspecified,4,1,0,1,0,1,0,-99,2,0.579166667
4701,,Actual,Boarded,Vietnam,Vietnam,816,"Vung Tau Anchorage, Vietnam",8,3,2010,10.35,107.066667,2,IMB,Intrepid,Malta,338,2,Anchored,3,1,Knives,3,1,0,1,0,2,1,2,-99,Unknown
4703,,Attempted,,Internationa Waters (Indian Ocean),Seychelles,591,1050 NM East of Mogadishu Somalia,11,3,2010,-3.533333,62.183333,1,IMB,E. R. Lubeck,Liberia,450,4,Steaming,Unspecified,1,Guns,4,1,0,1,0,1,0,-99,3,0.986111111
4704,,Actual,Boarded,Malaysia,Malaysia,820,Malaysia,11,3,2010,1.296667,104.178333,1,IMB,SP Athens,Marshall Islands,983,3,Anchored,Unspecified,1,Knives,4,1,0,1,0,2,1,2,4,0.145833333
4705,,Attempted,Fired Upon,French Southern & Antarctic Lands,French Southern & Antarctic Lands,220,"Around 775 NM South of Mogadishu, Somalia",15,3,2010,-11.033333,46.95,1,IMB,Tortugas,United Kingdom,200,0,Steaming,Unspecified,1,"Guns, RPG",4,1,0,1,0,1,0,3,2,0.554166667
4706,,Attempted,Fired Upon,Internationa Waters (Arabian Sea),Oman,698,"(Indian Ocean), Somalia",16,3,2010,12.225,63.235,1,IMB,MSC Shanghai,Liberia,450,4,Steaming,Unspecified,0,Unknown,1,1,0,1,0,1,0,3,2,0.643055556
4707,,Actual,Hijacked,Malaysia,Malaysia,820,"Tigabu Island, Sabah, Malaysia (Located and provided measurement for S side of small island, which is closest to mainland.)",16,3,2010,6.8745,117.472333,2,IMB,NA,Malaysia,820,5,Steaming,4,1,Guns,4,1,0,1,1,1,1,1,4,0.083333333
4708,,Actual,Hijacked,Yemen,Yemen,679,Gulf of Aden,18,3,2010,12.5182,47.6446,4,IMB,Al-Asa'A,Yemen,679,0,Steaming,Unspecified,1,Unknown,4,1,0,1,0,1,1,1,2,0.625
4709,,Actual,Boarded,Bangladesh,Bangladesh,771,"Chittagong Anchorage, Bangladesh",19,3,2010,22.25,91.733333,1,IMB,Laura Bulker,Singapore,830,2,Anchored,4,1,Long Knives,4,1,0,1,0,2,1,2,4,0.125
4712,,Actual,Boarded,Nigeria,Nigeria,475,"Calabar, Nigeria",20,3,2010,4.783333,8.308333,1,IMB,Pacific Supplier,Singapore,830,1,Steaming,3,1,Guns,4,1,0,1,0,1,1,2,2,0.590972222
4711,,Attempted,,Internationa Waters (Arabian Sea),Yemen,679,"780 NM NE of Eyl, Somalia",20,3,2010,11.166667,62.381667,1,IMB,YM Unison,Liberia,450,4,Steaming,5,1,Guns,4,1,0,1,0,1,0,-99,1,0.5
4710,,Actual,Boarded,Malaysia,Malaysia,820,"2.4nm SE of Tanjung Ayam, Malaysia",20,3,2010,1.315,104.243333,1,IMB,Hesnes,Malta,338,8,Anchored,5,1,Knives,3,1,0,1,0,2,1,2,4,0.208333333
4713,,Attempted,,Oman,Oman,698,Gulf of Aden,22,3,2010,14.94,55.026667,1,IMB,Knock Muir,Liberia,450,8,Steaming,6,1,Guns,4,1,0,1,0,1,0,-99,1,0.496527778
4714,,Attempted,Fired Upon,Internationa Waters (Arabian Sea),India,750,"(Arabian Sea), Off Somalia",22,3,2010,15.685,68.271667,1,IMB,Pisces Star,Liberia,450,8,Steaming,Unspecified,0,Unknown,1,1,0,1,0,1,0,3,4,0.201388889
4717,,Actual,Hijacked,Oman,Oman,698,"20nm E of Khuriya Muriya Islands (150nm NE of Salalah), off Somalia",23,3,2010,17.466667,56.7,1,IMB,Talca,Bermuda,-99,0,Steaming,Unspecified,1,Unspecified,4,1,0,1,1,1,1,1,2,0.564583333
4718,,Actual,Hijacked,Internationa Waters (Arabian Sea),India,750,"670nm E of Socotra (1350nm off Mogadishu), Somalia",23,3,2010,11.692167,66.089667,1,IMB,Frigia,Malta,338,2,Steaming,Unspecified,1,Unspecified,4,1,0,1,1,1,1,1,4,0.067361111
4715,,Attempted,Fired Upon,Indonesia,Indonesia,850,South China Sea,23,3,2010,5.083333,106.45,1,IMB,Maan Yi Feng,Taiwan,710,5,Steaming,Unspecified,1,Guns,4,1,0,1,0,1,0,3,1,0.354166667
4716,,Attempted,Fired Upon,Indonesia,Indonesia,850,South China Sea,23,3,2010,5.266667,106.5,1,IMB,Lian Man Tsai,Taiwan,710,5,Steaming,Unspecified,1,Guns,4,1,0,1,0,1,0,3,1,0.364583333
4720,,Actual,Boarded,Nigeria,Nigeria,475,"Lagos Anchorage, Nigeria",25,3,2010,6.311667,3.403333,1,IMB,Ozay-5,Turkey,640,3,Anchored,8,1,Knives,4,1,0,1,0,2,1,2,3,0.875
